case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next
Case 3251,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3251,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3251,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3251,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3252,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3252,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3252,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3252,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3252,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3253,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3253,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3253,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3254,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3254,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3255,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3255,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3255,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3256,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3256,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3256,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait
Case 3256,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 3256,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket
Case 3256,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed
Case 3257,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3257,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3257,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3257,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3258,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 3258,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 3259,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3259,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3259,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3260,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3260,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3260,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3261,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3261,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3261,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3262,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3262,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3262,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3263,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3263,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3263,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3264,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3264,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3264,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3264,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3265,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3265,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3265,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3266,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3266,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3266,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3267,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3267,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3267,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3268,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3268,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3268,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3269,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3269,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3269,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3270,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3270,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3270,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3270,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3270,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3271,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3271,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-sw-anomaly
Case 3271,resolve-sw-anomaly,assign-seriousness take-in-charge-ticket resolve-sw-anomaly,2,resolve-ticket
Case 3271,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-sw-anomaly resolve-ticket,3,closed
Case 3272,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3272,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3272,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3273,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3273,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3273,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3274,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3274,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3274,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait
Case 3274,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 3274,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket
Case 3274,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed
Case 3275,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3275,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3275,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 3275,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 3276,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3276,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 3276,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket
Case 3276,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed
Case 3277,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3277,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3277,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3278,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3278,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3278,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3278,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3278,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3279,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3279,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3279,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3279,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3279,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3280,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3280,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3280,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3281,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3281,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3281,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3282,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3282,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3282,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 3282,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 3283,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3283,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3283,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3284,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3284,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3284,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3285,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3285,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3285,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3286,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3286,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3286,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3287,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3287,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3287,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3287,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 3287,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket
Case 3287,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 3287,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed
Case 3288,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3288,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3288,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3288,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,resolve-ticket
Case 3288,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket resolve-ticket,4,closed
Case 3289,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3289,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3289,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3290,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3290,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3290,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3291,take-in-charge-ticket,take-in-charge-ticket,0,resolve-ticket
Case 3291,resolve-ticket,take-in-charge-ticket resolve-ticket,1,closed
Case 3292,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3292,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3292,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3292,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3292,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3293,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 3293,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket
Case 3293,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 3294,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3294,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3294,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3294,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3294,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3295,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3295,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3295,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3295,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3295,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3296,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3296,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3296,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3296,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 3297,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3297,assign-seriousness,assign-seriousness assign-seriousness,1,resolve-ticket
Case 3297,resolve-ticket,assign-seriousness assign-seriousness resolve-ticket,2,closed
Case 3298,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3298,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3298,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3299,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3299,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3299,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3300,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3300,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3300,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3301,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3301,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3301,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3302,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3302,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
