case_id,prefix,k,next_act,Resource
Case 1959,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1960,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1960,assign-seriousness take-in-charge-ticket,1,wait,Value 1
Case 1960,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 1
Case 1960,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1
Case 1961,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1961,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1961,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1962,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1962,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4
Case 1962,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4
Case 1963,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1963,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 1963,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1964,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1964,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1964,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 2
Case 1964,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value 2
Case 1964,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 1965,insert-ticket,0,assign-seriousness,Value 15
Case 1965,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 15
Case 1965,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 15
Case 1965,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 15
Case 1966,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1966,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 1966,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1967,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1967,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1967,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 1
Case 1967,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 1
Case 1968,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 1968,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4
Case 1968,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1969,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1969,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1969,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1970,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1970,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10
Case 1970,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10
Case 1971,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1971,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1971,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 15
Case 1972,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1972,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 1972,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6
Case 1973,insert-ticket,0,assign-seriousness,Value 5
Case 1973,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 2
Case 1973,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 5
Case 1973,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 2
Case 1974,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1974,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 1974,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6
Case 1975,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1975,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1975,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4
Case 1976,assign-seriousness,0,take-in-charge-ticket,Value 15
Case 1976,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1976,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1977,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1977,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 1977,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6
Case 1978,assign-seriousness,0,wait,Value 14
Case 1978,assign-seriousness wait,1,take-in-charge-ticket,Value 14
Case 1978,assign-seriousness wait take-in-charge-ticket,2,wait,Value 2
Case 1978,assign-seriousness wait take-in-charge-ticket wait,3,resolve-ticket,Value 14
Case 1978,assign-seriousness wait take-in-charge-ticket wait resolve-ticket,4,closed,Value 14
Case 1979,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1979,assign-seriousness take-in-charge-ticket,1,wait,Value 4
Case 1979,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4
Case 1979,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4
Case 1980,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1980,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 1980,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4
Case 1980,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4
Case 1981,assign-seriousness,0,assign-seriousness,Value 2
Case 1981,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 16
Case 1981,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 16
Case 1981,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 16
Case 1982,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1982,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1982,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 1983,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1983,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 1983,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1984,assign-seriousness,0,resolve-ticket,Value 1
Case 1984,assign-seriousness resolve-ticket,1,closed,Value 9
Case 1985,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1985,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1985,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1986,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1986,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 1986,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1987,assign-seriousness,0,wait,Value 1
Case 1987,assign-seriousness wait,1,resolve-ticket,Value 1
Case 1987,assign-seriousness wait resolve-ticket,2,closed,Value 1
Case 1988,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1988,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 1988,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 16
Case 1989,assign-seriousness,0,assign-seriousness,Value 9
Case 1989,assign-seriousness assign-seriousness,1,assign-seriousness,Value 2
Case 1989,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket,Value 2
Case 1989,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,resolve-ticket,Value 2
Case 1989,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 1990,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1990,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 1990,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1991,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1991,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 1991,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1992,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1992,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 1992,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1993,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1993,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 1993,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1994,assign-seriousness,0,resolve-ticket,Value 1
Case 1994,assign-seriousness resolve-ticket,1,closed,Value 1
Case 1995,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 1995,assign-seriousness take-in-charge-ticket,1,wait,Value 6
Case 1995,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 16
Case 1995,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 12
Case 1996,assign-seriousness,0,take-in-charge-ticket,Value 7
Case 1996,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1996,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1997,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1997,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1997,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1998,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1998,assign-seriousness take-in-charge-ticket,1,wait,Value 13
Case 1998,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 13
Case 1998,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 13
Case 1999,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1999,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1999,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 1
Case 1999,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 1
Case 2000,assign-seriousness,0,resolve-ticket,Value 1
Case 2000,assign-seriousness resolve-ticket,1,closed,Value 1
Case 2001,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 2001,assign-seriousness take-in-charge-ticket,1,wait,Value 16
Case 2001,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 16
Case 2001,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 16
Case 2001,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 16
Case 2002,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 2002,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 2002,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 2003,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 2003,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 2003,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 8
Case 2003,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait,Value 8
Case 2003,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket,Value 2
Case 2003,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value 2
Case 2003,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value 2
Case 2004,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 2004,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 2004,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 2
Case 2004,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 2
Case 2005,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 2005,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 2005,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 2006,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 2006,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 2006,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 2007,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 2007,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value 2
Case 2007,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket,Value 4
Case 2007,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,resolve-ticket,Value 10
Case 2007,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket resolve-ticket,4,closed,Value 10
Case 2008,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 2008,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 12
Case 2008,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 12
Case 2009,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 2009,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 17
Case 2009,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 17
Case 2010,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 2010,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 2010,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 9
Case 2010,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait,Value 9
Case 2010,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket,Value 9
Case 2010,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,wait,Value 9
Case 2010,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket wait,6,take-in-charge-ticket,Value 9
Case 2010,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,7,wait,Value 9
Case 2010,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket wait,8,resolve-ticket,Value 9
Case 2010,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,9,closed,Value 9
Case 2011,assign-seriousness,0,assign-seriousness,Value 2
Case 2011,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2
Case 2011,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 14
Case 2011,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 14
Case 2012,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 2012,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 2012,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 2013,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 2013,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 3
Case 2013,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 2014,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 2014,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 2014,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 2014,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 2015,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 2015,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 2015,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8
Case 2016,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 2016,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 2016,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6
Case 2017,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 2017,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 2017,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 2018,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 2018,assign-seriousness take-in-charge-ticket,1,wait,Value 13
Case 2018,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 13
Case 2018,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 13
Case 2018,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 13
Case 2019,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 2019,assign-seriousness take-in-charge-ticket,1,wait,Value 8
Case 2019,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 8
Case 2019,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 8
