case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case 3570,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,31,31,1
Case 3571,assign-seriousness,0,0,0,0,0
Case 3571,assign-seriousness assign-seriousness,1,0,0,0,0
Case 3571,assign-seriousness assign-seriousness wait,2,0,0,0,5
Case 3571,assign-seriousness assign-seriousness wait take-in-charge-ticket,3,5,5,5,0
Case 3571,assign-seriousness assign-seriousness wait take-in-charge-ticket resolve-ticket,4,5,5,0,31
Case 3571,assign-seriousness assign-seriousness wait take-in-charge-ticket resolve-ticket closed,5,36,31,31,1
Case 3572,take-in-charge-ticket,0,0,0,0,4
Case 3572,take-in-charge-ticket resolve-ticket,1,4,0,4,28
Case 3572,take-in-charge-ticket resolve-ticket closed,2,32,33,28,1
Case 3573,assign-seriousness,0,0,0,0,0
Case 3573,assign-seriousness resolve-ticket,1,0,0,0,47
Case 3573,assign-seriousness resolve-ticket closed,2,47,48,47,1
Case 3574,assign-seriousness,0,0,0,0,0
Case 3574,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3574,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,57
Case 3574,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,57,57,57,1
Case 3575,assign-seriousness,0,0,0,0,0
Case 3575,assign-seriousness take-in-charge-ticket,1,0,0,0,7
Case 3575,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,7,30
Case 3575,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,37,30,1
Case 3576,assign-seriousness,0,0,0,0,0
Case 3576,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3576,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,50
Case 3576,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,50,50,50,1
Case 3577,assign-seriousness,0,0,0,0,0
Case 3577,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3577,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 3577,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 3578,assign-seriousness,0,0,0,0,0
Case 3578,assign-seriousness take-in-charge-ticket,1,0,0,0,14
Case 3578,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,14,14,14,0
Case 3578,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,14,14,0,3
Case 3578,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait wait,4,17,3,3,2
Case 3578,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait wait take-in-charge-ticket,5,19,5,2,0
Case 3578,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,6,19,2,0,30
Case 3578,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket closed,7,49,30,30,1
Case 3579,assign-seriousness,0,0,0,0,0
Case 3579,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3579,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 3579,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,0,0,0,4
Case 3579,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,4,4,4,45
Case 3579,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,49,49,45,1
Case 3580,assign-seriousness,0,0,0,0,7
Case 3580,assign-seriousness take-in-charge-ticket,1,7,0,7,0
Case 3580,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,0,10
Case 3580,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,17,11,10,0
Case 3580,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,17,11,0,15
Case 3580,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,32,15,15,1
Case 3581,assign-seriousness,0,0,0,0,0
Case 3581,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3581,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 3581,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 3582,assign-seriousness,0,0,0,0,0
Case 3582,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3582,assign-seriousness take-in-charge-ticket wait,2,0,0,0,28
Case 3582,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,28,28,28,15
Case 3582,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,43,43,15,1
Case 3583,assign-seriousness,0,0,0,0,0
Case 3583,assign-seriousness take-in-charge-ticket,1,0,0,0,8
Case 3583,assign-seriousness take-in-charge-ticket wait,2,8,8,8,10
Case 3583,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,18,19,10,15
Case 3583,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,33,25,15,1
Case 3584,assign-seriousness,0,0,0,0,0
Case 3584,assign-seriousness take-in-charge-ticket,1,0,0,0,15
Case 3584,assign-seriousness take-in-charge-ticket resolve-ticket,2,15,15,15,32
Case 3584,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,48,32,1
Case 3585,assign-seriousness,0,0,0,0,0
Case 3585,assign-seriousness take-in-charge-ticket,1,0,0,0,20
Case 3585,assign-seriousness take-in-charge-ticket resolve-ticket,2,20,20,20,15
Case 3585,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,35,35,15,1
Case 3586,assign-seriousness,0,0,0,0,0
Case 3586,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3586,assign-seriousness take-in-charge-ticket wait,2,0,0,0,12
Case 3586,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,12,12,12,0
Case 3586,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,12,12,0,30
Case 3586,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,42,30,30,1
Case 3587,assign-seriousness,0,0,0,0,1
Case 3587,assign-seriousness take-in-charge-ticket,1,1,0,1,1
Case 3587,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,1,43
Case 3587,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,43,1
Case 3588,assign-seriousness,0,0,0,0,0
Case 3588,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3588,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 3588,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 3589,assign-seriousness,0,0,0,0,7
Case 3589,assign-seriousness take-in-charge-ticket,1,7,0,7,0
Case 3589,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,0,36
Case 3589,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,36,36,1
Case 3590,assign-seriousness,0,0,0,0,4
Case 3590,assign-seriousness assign-seriousness,1,4,0,4,2
Case 3590,assign-seriousness assign-seriousness take-in-charge-ticket,2,6,7,2,4
Case 3590,assign-seriousness assign-seriousness take-in-charge-ticket schedule-intervention,3,10,6,4,9
Case 3590,assign-seriousness assign-seriousness take-in-charge-ticket schedule-intervention resolve-ticket,4,19,13,9,15
Case 3590,assign-seriousness assign-seriousness take-in-charge-ticket schedule-intervention resolve-ticket closed,5,34,24,15,1
Case 3591,assign-seriousness,0,0,0,0,0
Case 3591,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3591,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 3591,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,1
Case 3592,assign-seriousness,0,0,0,0,0
Case 3592,assign-seriousness take-in-charge-ticket,1,0,0,0,17
Case 3592,assign-seriousness take-in-charge-ticket wait,2,17,17,17,0
Case 3592,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,17,17,0,15
Case 3592,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,32,15,15,1
Case 3593,take-in-charge-ticket,0,0,0,0,3
Case 3593,take-in-charge-ticket wait,1,3,0,3,13
Case 3593,take-in-charge-ticket wait resolve-ticket,2,16,16,13,27
Case 3593,take-in-charge-ticket wait resolve-ticket closed,3,43,40,27,1
Case 3594,assign-seriousness,0,0,0,0,33
Case 3594,assign-seriousness take-in-charge-ticket,1,33,0,33,4
Case 3594,assign-seriousness take-in-charge-ticket resolve-ticket,2,37,38,4,15
Case 3594,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,52,19,15,1
Case 3595,assign-seriousness,0,0,0,0,2
Case 3595,assign-seriousness wait,1,2,0,2,0
Case 3595,assign-seriousness wait take-in-charge-ticket,2,2,2,0,0
Case 3595,assign-seriousness wait take-in-charge-ticket wait,3,2,0,0,4
Case 3595,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket,4,6,4,4,0
Case 3595,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,6,4,0,25
Case 3595,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,31,25,25,1
Case 3596,assign-seriousness,0,0,0,0,0
Case 3596,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3596,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 3596,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 3597,assign-seriousness,0,0,0,0,12
Case 3597,assign-seriousness take-in-charge-ticket,1,12,0,12,0
Case 3597,assign-seriousness take-in-charge-ticket resolve-ticket,2,12,12,0,31
Case 3597,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,31,31,1
Case 3598,assign-seriousness,0,0,0,0,0
Case 3598,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 3598,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,42
Case 3598,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,42,1
Case 3599,assign-seriousness,0,0,0,0,17
Case 3599,assign-seriousness take-in-charge-ticket,1,17,0,17,0
Case 3599,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,17,0,15
Case 3599,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,15,15,1
Case 3600,assign-seriousness,0,0,0,0,15
Case 3600,assign-seriousness take-in-charge-ticket,1,15,0,15,0
Case 3600,assign-seriousness take-in-charge-ticket wait,2,15,15,0,0
Case 3600,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,15,0,0,15
Case 3600,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,30,15,15,1
Case 3601,assign-seriousness,0,0,0,0,21
Case 3601,assign-seriousness take-in-charge-ticket,1,21,0,21,0
Case 3601,assign-seriousness take-in-charge-ticket resolve-ticket,2,21,22,0,15
Case 3601,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,15,15,1
Case 3602,assign-seriousness,0,0,0,0,5
Case 3602,assign-seriousness take-in-charge-ticket,1,5,0,5,0
Case 3602,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,0,38
Case 3602,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,38,38,1
Case 3603,assign-seriousness,0,0,0,0,11
Case 3603,assign-seriousness take-in-charge-ticket,1,11,0,11,0
Case 3603,assign-seriousness take-in-charge-ticket resolve-ticket,2,11,11,0,19
Case 3603,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,19,19,1
Case 3604,assign-seriousness,0,0,0,0,0
Case 3604,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3604,assign-seriousness take-in-charge-ticket wait,2,0,0,0,0
Case 3604,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,0,0,0,45
Case 3604,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,45,45,45,1
Case 3605,assign-seriousness,0,0,0,0,0
Case 3605,assign-seriousness assign-seriousness,1,0,0,0,0
Case 3605,assign-seriousness assign-seriousness assign-seriousness,2,0,1,0,0
Case 3605,assign-seriousness assign-seriousness assign-seriousness assign-seriousness,3,0,0,0,2
Case 3605,assign-seriousness assign-seriousness assign-seriousness assign-seriousness resolve-ticket,4,2,2,2,7
Case 3605,assign-seriousness assign-seriousness assign-seriousness assign-seriousness resolve-ticket take-in-charge-ticket,5,9,9,7,0
Case 3605,assign-seriousness assign-seriousness assign-seriousness assign-seriousness resolve-ticket take-in-charge-ticket resolve-ticket,6,9,7,0,45
Case 3605,assign-seriousness assign-seriousness assign-seriousness assign-seriousness resolve-ticket take-in-charge-ticket resolve-ticket closed,7,54,45,45,1
Case 3606,insert-ticket,0,0,0,0,1
Case 3606,insert-ticket assign-seriousness,1,1,0,1,0
Case 3606,insert-ticket assign-seriousness assign-seriousness,2,1,1,0,19
Case 3606,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket,3,20,19,19,1
Case 3606,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,4,21,20,1,15
Case 3606,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,5,36,16,15,1
Case 3607,assign-seriousness,0,0,0,0,23
Case 3607,assign-seriousness take-in-charge-ticket,1,23,0,23,0
Case 3607,assign-seriousness take-in-charge-ticket resolve-ticket,2,23,23,0,15
Case 3607,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,38,15,15,1
Case 3608,assign-seriousness,0,0,0,0,16
Case 3608,assign-seriousness take-in-charge-ticket,1,16,0,16,0
Case 3608,assign-seriousness take-in-charge-ticket resolve-ticket,2,16,16,0,15
Case 3608,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,15,15,0
Case 3608,assign-seriousness take-in-charge-ticket resolve-ticket closed closed,4,31,15,0,1
Case 3609,assign-seriousness,0,0,0,0,0
Case 3609,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3609,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 3609,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 3610,assign-seriousness,0,0,0,0,0
Case 3610,assign-seriousness assign-seriousness,1,0,0,0,0
Case 3610,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,0
Case 3610,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,30
Case 3610,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,30,30,30,1
Case 3611,insert-ticket,0,0,0,0,1
Case 3611,insert-ticket assign-seriousness,1,1,0,1,0
Case 3611,insert-ticket assign-seriousness take-in-charge-ticket,2,1,1,0,0
Case 3611,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,1,0,0,30
Case 3611,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,31,30,30,1
Case 3612,assign-seriousness,0,0,0,0,0
Case 3612,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 3612,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,3,3,29
Case 3612,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,29,1
Case 3613,assign-seriousness,0,0,0,0,0
Case 3613,assign-seriousness take-in-charge-ticket,1,0,0,0,17
Case 3613,assign-seriousness take-in-charge-ticket require-upgrade,2,17,17,17,2
Case 3613,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,19,20,2,15
Case 3613,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket closed,4,34,17,15,1
Case 3614,assign-seriousness,0,0,0,0,9
Case 3614,assign-seriousness take-in-charge-ticket,1,9,0,9,22
Case 3614,assign-seriousness take-in-charge-ticket resolve-ticket,2,31,31,22,15
Case 3614,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,46,37,15,1
Case 3615,insert-ticket,0,0,0,0,0
Case 3615,insert-ticket assign-seriousness,1,0,0,0,0
Case 3615,insert-ticket assign-seriousness take-in-charge-ticket,2,0,0,0,0
Case 3615,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,32
Case 3615,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,32,32,32,1
Case 3616,assign-seriousness,0,0,0,0,4
Case 3616,assign-seriousness take-in-charge-ticket,1,4,0,4,0
Case 3616,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,4,5,0,0
Case 3616,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket,3,4,1,0,30
Case 3616,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket closed,4,34,30,30,1
Case 3617,assign-seriousness,0,0,0,0,0
Case 3617,assign-seriousness resolve-ticket,1,0,0,0,45
Case 3617,assign-seriousness resolve-ticket closed,2,45,46,45,1
Case 3618,assign-seriousness,0,0,0,0,0
Case 3618,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 3618,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,44
Case 3618,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,46,44,1
Case 3619,assign-seriousness,0,0,0,0,14
Case 3619,assign-seriousness take-in-charge-ticket,1,14,0,14,3
Case 3619,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,17,3,30
Case 3619,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,33,30,1
Case 3620,assign-seriousness,0,0,0,0,0
Case 3620,assign-seriousness resolve-ticket,1,0,0,0,47
Case 3620,assign-seriousness resolve-ticket closed,2,47,48,47,1
Case 3621,insert-ticket,0,0,0,0,0
Case 3621,insert-ticket assign-seriousness,1,0,0,0,0
Case 3621,insert-ticket assign-seriousness take-in-charge-ticket,2,0,0,0,0
Case 3621,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,43
Case 3621,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,43,43,43,1
Case 3622,assign-seriousness,0,0,0,0,0
Case 3622,assign-seriousness resolve-ticket,1,0,0,0,30
Case 3622,assign-seriousness resolve-ticket closed,2,30,31,30,1
Case 3623,assign-seriousness,0,0,0,0,10
Case 3623,assign-seriousness resolve-ticket,1,10,0,10,0
Case 3623,assign-seriousness resolve-ticket resolve-ticket,2,10,10,0,33
Case 3623,assign-seriousness resolve-ticket resolve-ticket closed,3,43,33,33,1
Case 3624,assign-seriousness,0,0,0,0,0
Case 3624,assign-seriousness assign-seriousness,1,0,0,0,0
Case 3624,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,0
Case 3624,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,44
Case 3624,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,44,44,44,1
Case 3625,assign-seriousness,0,0,0,0,0
Case 3625,assign-seriousness assign-seriousness,1,0,0,0,18
Case 3625,assign-seriousness assign-seriousness take-in-charge-ticket,2,18,18,18,10
Case 3625,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,28,29,10,15
Case 3625,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,43,25,15,1
Case 3626,assign-seriousness,0,0,0,0,0
Case 3626,assign-seriousness take-in-charge-ticket,1,0,0,0,8
Case 3626,assign-seriousness take-in-charge-ticket resolve-ticket,2,8,8,8,22
Case 3626,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,22,1
Case 3627,assign-seriousness,0,0,0,0,0
Case 3627,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3627,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,33
Case 3627,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,33,34,33,1
