case_id,prefix,k,next_act
Case 2958,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2959,assign-seriousness,0,take-in-charge-ticket
Case 2959,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2959,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2960,assign-seriousness,0,take-in-charge-ticket
Case 2960,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2960,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2961,assign-seriousness,0,take-in-charge-ticket
Case 2961,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2961,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2962,assign-seriousness,0,take-in-charge-ticket
Case 2962,assign-seriousness take-in-charge-ticket,1,wait
Case 2962,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 2962,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 2963,assign-seriousness,0,take-in-charge-ticket
Case 2963,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2963,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2964,assign-seriousness,0,take-in-charge-ticket
Case 2964,assign-seriousness take-in-charge-ticket,1,wait
Case 2964,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 2964,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 2965,assign-seriousness,0,take-in-charge-ticket
Case 2965,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2965,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 2965,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 2966,assign-seriousness,0,take-in-charge-ticket
Case 2966,assign-seriousness take-in-charge-ticket,1,wait
Case 2966,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 2966,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 2967,assign-seriousness,0,take-in-charge-ticket
Case 2967,assign-seriousness take-in-charge-ticket,1,wait
Case 2967,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 2967,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 2968,assign-seriousness,0,take-in-charge-ticket
Case 2968,assign-seriousness take-in-charge-ticket,1,wait
Case 2968,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 2968,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 2969,assign-seriousness,0,take-in-charge-ticket
Case 2969,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2969,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2970,assign-seriousness,0,take-in-charge-ticket
Case 2970,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 2970,assign-seriousness take-in-charge-ticket require-upgrade,2,wait
Case 2970,assign-seriousness take-in-charge-ticket require-upgrade wait,3,resolve-ticket
Case 2970,assign-seriousness take-in-charge-ticket require-upgrade wait resolve-ticket,4,closed
Case 2971,assign-seriousness,0,take-in-charge-ticket
Case 2971,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2971,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2972,assign-seriousness,0,assign-seriousness
Case 2972,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 2972,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 2972,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 2973,assign-seriousness,0,take-in-charge-ticket
Case 2973,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2973,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2974,assign-seriousness,0,take-in-charge-ticket
Case 2974,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2974,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2975,assign-seriousness,0,wait
Case 2975,assign-seriousness wait,1,assign-seriousness
Case 2975,assign-seriousness wait assign-seriousness,2,take-in-charge-ticket
Case 2975,assign-seriousness wait assign-seriousness take-in-charge-ticket,3,wait
Case 2975,assign-seriousness wait assign-seriousness take-in-charge-ticket wait,4,wait
Case 2975,assign-seriousness wait assign-seriousness take-in-charge-ticket wait wait,5,take-in-charge-ticket
Case 2975,assign-seriousness wait assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,6,resolve-ticket
Case 2975,assign-seriousness wait assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,7,closed
Case 2976,assign-seriousness,0,take-in-charge-ticket
Case 2976,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2976,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2977,assign-seriousness,0,take-in-charge-ticket
Case 2977,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2977,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2978,assign-seriousness,0,take-in-charge-ticket
Case 2978,assign-seriousness take-in-charge-ticket,1,wait
Case 2978,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 2978,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 2979,assign-seriousness,0,take-in-charge-ticket
Case 2979,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2979,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2980,assign-seriousness,0,take-in-charge-ticket
Case 2980,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2980,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2981,assign-seriousness,0,assign-seriousness
Case 2981,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 2981,assign-seriousness assign-seriousness take-in-charge-ticket,2,require-upgrade
Case 2981,assign-seriousness assign-seriousness take-in-charge-ticket require-upgrade,3,require-upgrade
Case 2981,assign-seriousness assign-seriousness take-in-charge-ticket require-upgrade require-upgrade,4,resolve-ticket
Case 2981,assign-seriousness assign-seriousness take-in-charge-ticket require-upgrade require-upgrade resolve-ticket,5,closed
Case 2982,assign-seriousness,0,resolve-ticket
Case 2982,assign-seriousness resolve-ticket,1,resolve-ticket
Case 2982,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 2983,assign-seriousness,0,take-in-charge-ticket
Case 2983,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2983,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2984,assign-seriousness,0,take-in-charge-ticket
Case 2984,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2984,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 2984,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 2985,assign-seriousness,0,take-in-charge-ticket
Case 2985,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket
Case 2985,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,require-upgrade
Case 2985,assign-seriousness take-in-charge-ticket take-in-charge-ticket require-upgrade,3,resolve-ticket
Case 2985,assign-seriousness take-in-charge-ticket take-in-charge-ticket require-upgrade resolve-ticket,4,closed
Case 2986,assign-seriousness,0,take-in-charge-ticket
Case 2986,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2986,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2987,assign-seriousness,0,take-in-charge-ticket
Case 2987,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2987,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2988,assign-seriousness,0,resolve-ticket
Case 2988,assign-seriousness resolve-ticket,1,resolve-ticket
Case 2988,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 2989,assign-seriousness,0,take-in-charge-ticket
Case 2989,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2989,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2990,assign-seriousness,0,take-in-charge-ticket
Case 2990,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2990,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2991,assign-seriousness,0,take-in-charge-ticket
Case 2991,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2991,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2992,assign-seriousness,0,take-in-charge-ticket
Case 2992,assign-seriousness take-in-charge-ticket,1,wait
Case 2992,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 2992,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 2993,assign-seriousness,0,take-in-charge-ticket
Case 2993,assign-seriousness take-in-charge-ticket,1,wait
Case 2993,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 2993,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 2993,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 2994,assign-seriousness,0,resolve-ticket
Case 2994,assign-seriousness resolve-ticket,1,closed
Case 2995,assign-seriousness,0,take-in-charge-ticket
Case 2995,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2995,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2996,assign-seriousness,0,take-in-charge-ticket
Case 2996,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2996,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2997,assign-seriousness,0,take-in-charge-ticket
Case 2997,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2997,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2998,assign-seriousness,0,take-in-charge-ticket
Case 2998,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2998,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 2999,assign-seriousness,0,take-in-charge-ticket
Case 2999,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 2999,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3000,assign-seriousness,0,take-in-charge-ticket
Case 3000,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3000,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3001,assign-seriousness,0,assign-seriousness
Case 3001,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3001,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3001,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 3002,assign-seriousness,0,take-in-charge-ticket
Case 3002,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3002,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3003,assign-seriousness,0,take-in-charge-ticket
Case 3003,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3003,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3004,assign-seriousness,0,assign-seriousness
Case 3004,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3004,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3004,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,resolve-ticket
Case 3004,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,4,closed
Case 3005,assign-seriousness,0,take-in-charge-ticket
Case 3005,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3005,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3006,assign-seriousness,0,take-in-charge-ticket
Case 3006,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3006,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3007,assign-seriousness,0,resolve-ticket
Case 3007,assign-seriousness resolve-ticket,1,resolve-ticket
Case 3007,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 3008,assign-seriousness,0,take-in-charge-ticket
Case 3008,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3008,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3009,assign-seriousness,0,take-in-charge-ticket
Case 3009,assign-seriousness take-in-charge-ticket,1,wait
Case 3009,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3009,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3009,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3010,assign-seriousness,0,take-in-charge-ticket
Case 3010,assign-seriousness take-in-charge-ticket,1,wait
Case 3010,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3010,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3011,take-in-charge-ticket,0,wait
Case 3011,take-in-charge-ticket wait,1,wait
Case 3011,take-in-charge-ticket wait wait,2,resolve-ticket
Case 3011,take-in-charge-ticket wait wait resolve-ticket,3,closed
Case 3012,assign-seriousness,0,take-in-charge-ticket
Case 3012,assign-seriousness take-in-charge-ticket,1,wait
Case 3012,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3012,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3012,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3013,assign-seriousness,0,take-in-charge-ticket
Case 3013,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket
Case 3013,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,wait
Case 3013,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,resolve-ticket
Case 3013,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait resolve-ticket,4,closed
Case 3014,assign-seriousness,0,resolve-ticket
Case 3014,assign-seriousness resolve-ticket,1,resolve-ticket
Case 3014,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 3015,assign-seriousness,0,take-in-charge-ticket
Case 3015,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 3015,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket
Case 3015,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed
Case 3016,assign-seriousness,0,assign-seriousness
Case 3016,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3016,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3016,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 3017,assign-seriousness,0,take-in-charge-ticket
Case 3017,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3017,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3018,assign-seriousness,0,take-in-charge-ticket
Case 3018,assign-seriousness take-in-charge-ticket,1,wait
Case 3018,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3018,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3019,assign-seriousness,0,take-in-charge-ticket
Case 3019,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3019,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3020,assign-seriousness,0,take-in-charge-ticket
Case 3020,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3020,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3021,assign-seriousness,0,take-in-charge-ticket
Case 3021,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3021,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3022,take-in-charge-ticket,0,wait
Case 3022,take-in-charge-ticket wait,1,resolve-ticket
Case 3022,take-in-charge-ticket wait resolve-ticket,2,closed
Case 3023,assign-seriousness,0,take-in-charge-ticket
Case 3023,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3023,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3024,assign-seriousness,0,resolve-ticket
Case 3024,assign-seriousness resolve-ticket,1,closed
Case 3025,assign-seriousness,0,take-in-charge-ticket
Case 3025,assign-seriousness take-in-charge-ticket,1,resolve-ticket
